ind,origin,destination,flow
8628,h02,h11,752.0
8629,v06,a12,58.0
8630,r26,r13,13.0
8631,r32,r19,107.0
8632,e14,i12,11.0
8633,f14,f08,21.0
8634,m18,d01,52.0
8635,f23,m22,120.0
8636,n00,m18,5.0
8637,u25,q03,20.0
8638,r16,f08,14.0
8639,k14,n02,4.0
8640,i19,i10,502.0
8641,i05,p21,20.0
8642,h05,u15,220.0
8643,k19,n13,24.0
8644,m12,m12,18181.0
8645,u00,q03,63.0
8646,l00,l00,137232.0
8647,f10,f14,65.0
8648,i00,e02,7.0
8649,f10,g00,73.0
8650,u20,h06,159.0
8651,e11,e15,120.0
8652,u08,u17,108.0
8653,n09,m07,4.0
8654,a11,a02,811.0
8655,a01,u24,211.0
8656,p08,p16,3.0
8657,g05,r17,132.0
8658,i12,i05,208.0
8659,g10,r06,2.0
8660,f09,f02,1.0
8661,q05,u26,116.0
8662,f25,f04,256.0
8663,r06,g06,9.0
8664,v12,v11,4.0
8665,u09,a09,180.0
8666,n06,p20,3.0
8667,u19,u26,450.0
8668,f23,f08,32.0
8669,u18,u28,201.0
8670,k03,p23,5.0
8671,i02,i03,53.0
8672,q04,h04,395.0
8673,u01,h05,168.0
8674,a00,a07,798.0
8675,m27,m20,576.0
8676,n06,k02,6.0
8677,u13,u12,2.0
8678,p24,p08,6.0
8679,f25,f12,18.0
8680,n04,n04,66402.0
8681,p09,k17,21.0
8682,i04,p23,7.0
8683,a00,u18,188.0
8684,k19,k17,19.0
8685,t01,i19,31.0
8686,m00,l05,394.0
8687,v07,e15,1.0
8688,n02,m18,4.0
8689,g03,r06,2.0
8690,e13,e10,6.0
8691,k08,n16,7.0
8692,k19,k08,820.0
8693,n10,k04,94.0
8694,a10,v12,421.0
8695,p03,p01,77.0
8696,v07,v03,566.0
8697,p22,p18,602.0
8698,e00,e09,14.0
8699,f04,g05,124.0
8700,p05,s03,3.0
8701,r29,f06,138.0
8702,m08,n16,3.0
8703,c06,c12,42.0
8704,e05,e12,14.0
8705,u06,u26,821.0
8706,u25,q02,66.0
8707,k16,k16,22666.0
8708,t03,p13,23.0
8709,q00,u22,74.0
8710,i16,i00,342.0
8711,f08,f04,188.0
8712,n03,n06,5.0
8713,n02,n10,30.0
8714,n06,n01,2.0
8715,k17,p09,3.0
8716,i20,i03,121.0
8717,r32,g06,32.0
8718,k07,s11,7.0
8719,r26,r02,133.0
8720,k17,k01,23.0
8721,v00,v02,11.0
8722,u18,b01,15.0
8723,m02,m25,1088.0
8724,i08,i10,171.0
8725,u00,h01,72.0
8726,l06,m30,5.0
8727,u22,h04,12627.0
8728,h05,h05,190804.0
8729,c12,c13,25.0
8730,f12,f17,10.0
8731,k18,n03,6.0
8732,a12,u14,73.0
8733,m23,m14,79.0
8734,n15,n15,17066.0
8735,u20,u02,74.0
8736,f06,f03,6.0
8737,f13,m09,107.0
8738,k14,k13,55.0
8739,m14,m27,13.0
8740,p20,p20,12687.0
8741,i17,p19,143.0
8742,m12,m24,118.0
8743,i19,p07,20.0
8744,p08,i10,39.0
8745,q06,u13,92.0
8746,m11,n12,82.0
8747,m27,m25,39.0
8748,u24,h01,699.0
8749,g00,g10,830.0
8750,q00,h04,380.0
8751,c06,c01,66.0
8752,m18,m30,5.0
8753,v04,e04,12.0
8754,f07,r02,15.0
8755,k01,k03,1.0
8756,n03,n07,273.0
8757,v02,v08,15.0
8758,v03,j01,129.0
8759,h04,u05,1332.0
8760,i10,p06,11.0
8761,i04,p07,97.0
8762,p22,s03,22.0
8763,a04,v12,38.0
8764,u00,u13,65.0
8765,r08,g00,78.0
8766,t06,i00,324.0
8767,n11,m11,8.0
8768,u19,u00,2.0
8769,u18,u00,11.0
8770,m27,m21,2.0
8771,d01,k17,11.0
8772,u28,a09,241.0
8773,u05,h00,9759.0
8774,h01,u05,887.0
8775,f02,m26,2.0
8776,e11,e00,280.0
8777,n05,n09,13.0
8778,i15,p25,3.0
8779,u22,h00,9620.0
8780,u03,q05,530.0
8781,k03,p20,4.0
8782,o00,o00,11451.0
8783,f07,m22,61.0
8784,s10,s11,60.0
8785,u01,a08,108.0
8786,p05,p12,51.0
8787,m00,f14,11.0
8788,n04,n17,155.0
8789,m04,m15,92.0
8790,l04,m17,153.0
8791,c04,c12,2.0
8792,m13,m05,10.0
8793,i01,i07,170.0
8794,v02,v11,42.0
8795,g00,r02,18.0
8796,i16,p13,5.0
8797,p21,s07,596.0
8798,r29,r15,49.0
8799,f01,m09,285.0
8800,h02,u26,556.0
8801,f17,f06,1472.0
8802,g07,r18,1.0
8803,i14,i17,101.0
8804,g08,r18,3.0
8805,n16,n11,566.0
8806,f24,n17,1.0
8807,b01,b08,49.0
8808,u18,u22,4961.0
8809,p17,i16,19.0
8810,r28,r12,2.0
8811,p12,p23,88.0
8812,h01,h00,10897.0
8813,i04,i05,230.0
8814,u10,u23,298.0
8815,q03,u07,26.0
8816,d00,m12,7.0
8817,m15,m01,488.0
8818,m25,l00,438.0
8819,m03,m26,1.0
8820,m16,m29,102.0
8821,o10,o00,46.0
8822,a01,a03,463.0
8823,d01,n13,66.0
8824,r19,r21,2.0
8825,n07,m12,4.0
8826,r00,r30,1.0
8827,r30,r08,24.0
8828,b03,u25,10.0
8829,m25,m18,122.0
8830,r18,f22,202.0
8831,r32,f18,28.0
8832,k05,p09,2.0
8833,h04,u15,100.0
8834,b11,b05,112.0
8835,g01,g01,282119.0
8836,p01,p04,60.0
8837,e04,v08,315.0
8838,k18,k03,3.0
8839,f18,g01,2701.0
8840,r32,r06,13.0
8841,f20,f22,275.0
8842,h06,q04,28.0
8843,u26,u08,367.0
8844,m28,n07,18.0
8845,p19,i00,199.0
8846,m11,m18,184.0
8847,p04,p00,1.0
8848,v09,e15,1.0
8849,h05,u03,7.0
8850,k07,n12,11.0
8851,v05,a12,138.0
8852,u06,q03,10.0
8853,u14,q01,4.0
8854,r18,r03,12.0
8855,b06,b08,641.0
8856,r17,f18,312.0
8857,e06,e17,34.0
8858,m09,m01,415.0
8859,g01,r24,47.0
8860,i10,i05,527.0
8861,m09,m19,1302.0
8862,f12,g05,19.0
8863,u15,h05,170.0
8864,i18,t01,436.0
8865,t01,i07,52.0
8866,n04,n11,108.0
8867,k00,n10,98.0
8868,u07,u27,555.0
8869,u21,u08,8.0
8870,m23,m25,24.0
8871,i00,t03,893.0
8872,s03,p05,4.0
8873,m09,l05,3306.0
8874,u04,u18,216.0
8875,i01,p02,26.0
8876,c10,c04,102.0
8877,u20,u19,12.0
8878,r06,r01,265.0
8879,s11,k00,1.0
8880,m25,m30,20.0
8881,r24,r25,57.0
8882,g07,r32,1.0
8883,p25,p06,46.0
8884,i14,e05,31.0
8885,m11,n16,14.0
8886,r17,r25,182.0
8887,f12,f04,83.0
8888,f03,g05,70.0
8889,m30,m29,290.0
8890,g09,r06,5.0
8891,v00,v00,14733.0
8892,u23,q04,24.0
8893,b05,b02,29.0
8894,h10,u01,42.0
8895,r26,g05,121.0
8896,u23,u07,393.0
8897,s08,p04,1.0
8898,d01,k10,68.0
8899,r27,r31,24.0
8900,p18,p16,11.0
8901,e04,v11,24.0
8902,i04,i01,794.0
8903,q06,h08,59.0
8904,l03,m30,28.0
8905,t02,e12,23.0
8906,f12,l02,11.0
8907,u24,a03,252.0
8908,e02,e01,47.0
8909,a12,a06,792.0
8910,n03,k18,4.0
8911,a02,u28,34.0
8912,i13,t04,68.0
8913,h00,h08,542.0
8914,r29,r07,126.0
8915,u09,h07,454.0
8916,m01,m15,191.0
8917,p07,p08,1.0
8918,u06,h01,46.0
8919,u00,u28,17.0
8920,n05,n06,3.0
8921,i13,i12,11.0
8922,u19,u15,32.0
8923,p12,t02,366.0
8924,k03,k18,12.0
8925,u08,u06,156.0
8926,q05,u09,28.0
8927,p20,s08,2.0
8928,f08,f11,8.0
8929,k07,p10,15.0
8930,p18,t01,176.0
8931,u20,h04,97.0
8932,p19,i04,326.0
8933,m09,m12,51.0
8934,m09,f14,40.0
8935,m15,m06,209.0
8936,g09,f22,4055.0
8937,f15,m14,1.0
8938,s03,k13,8.0
8939,n12,k01,2.0
8940,s07,t01,779.0
8941,f15,l01,492.0
8942,i18,p07,9.0
8943,f06,r28,15.0
8944,p16,p21,1.0
8945,v10,a10,129.0
8946,u14,h01,350.0
8947,p02,p07,16.0
8948,c04,c04,8384.0
8949,i03,e03,7.0
8950,f23,m30,2.0
8951,v08,v05,103.0
8952,g05,g05,43230.0
8953,l05,l06,397.0
8954,n07,d01,2183.0
8955,i10,i20,14.0
8956,m02,n08,1.0
8957,p06,p21,6.0
8958,u07,h07,151.0
8959,s04,p14,1.0
8960,i17,i08,14.0
8961,u20,q06,84.0
8962,h10,u23,504.0
8963,a08,v03,6.0
8964,m28,m20,1119.0
8965,i14,i19,127.0
8966,i08,e05,1.0
8967,u08,u13,174.0
8968,b08,b00,53.0
8969,h11,u28,336.0
8970,i06,t05,50.0
8971,u23,u05,2811.0
8972,k02,s06,7.0
8973,k10,k05,20.0
8974,s05,s11,5.0
8975,g06,f17,46.0
8976,q05,u03,249.0
8977,l05,f04,88.0
8978,f13,f00,10.0
8979,g06,r16,9.0
8980,f18,f16,87.0
8981,a00,h00,376.0
8982,m19,m14,11.0
8983,v02,v04,4.0
8984,m00,l04,240.0
8985,s03,s05,6.0
8986,r02,f18,74.0
8987,m29,f15,13.0
8988,n14,k00,11.0
8989,m08,m25,11.0
8990,u28,h06,600.0
8991,u21,u23,65.0
8992,i15,t02,2578.0
8993,u17,a03,484.0
8994,u14,a00,34.0
8995,k17,n04,81.0
8996,h06,q00,89.0
8997,f05,m00,5.0
8998,i07,t07,1693.0
8999,i18,i05,124.0
9000,k11,k17,76.0
9001,t03,i08,19.0
9002,a05,b09,3.0
9003,m30,m11,5.0
9004,p18,p15,11.0
9005,h07,u08,18.0
9006,m30,m04,11.0
9007,b01,b06,34.0
9008,v02,e15,2.0
9009,u28,h01,232.0
9010,n02,m08,7.0
9011,o11,o08,24.0
9012,p04,p14,104.0
9013,q05,u25,14.0
9014,p02,p13,194.0
9015,e16,e11,8.0
9016,h02,u19,61.0
9017,p10,s07,30.0
9018,f20,f17,70.0
9019,r08,r26,551.0
9020,f15,l00,120.0
9021,e13,e07,53.0
9022,s07,p11,232.0
9023,n02,m07,83.0
9024,f13,r26,33.0
9025,n07,n07,48103.0
9026,p02,p25,140.0
9027,m25,n15,6.0
9028,u05,u02,876.0
9029,k08,n13,153.0
9030,p20,p04,12.0
9031,p18,t02,228.0
9032,a06,u01,11.0
9033,r23,r23,23341.0
9034,i13,i03,13.0
9035,v03,a11,344.0
9036,b08,b11,272.0
9037,p03,k13,42.0
9038,n17,k15,1.0
9039,r18,r19,100.0
9040,a01,h00,531.0
9041,h10,h05,2376.0
9042,m23,f23,3.0
9043,m25,m22,194.0
9044,s07,t07,402.0
9045,b00,b10,560.0
9046,t03,t07,527.0
9047,h02,u28,133.0
9048,i04,p06,9.0
9049,h04,a04,357.0
9050,t04,t03,1809.0
9051,g06,g09,993.0
9052,m02,m29,89.0
9053,r24,r16,33.0
9054,l03,f04,422.0
9055,p01,p10,4.0
9056,k06,d01,164.0
9057,m08,m15,5.0
9058,f18,f12,2.0
9059,m06,m18,151.0
9060,u21,h00,741.0
9061,u05,u10,8565.0
9062,f22,g01,10898.0
9063,a07,u01,26.0
9064,f14,f18,14.0
9065,r26,r06,17.0
9066,a01,u18,154.0
9067,g02,g04,4623.0
9068,s09,i10,504.0
9069,l06,m02,1.0
9070,p24,p19,4443.0
9071,f11,m26,2.0
9072,m11,m27,105.0
9073,u12,h02,19.0
9074,e14,e10,66.0
9075,f09,r09,1.0
9076,p11,p12,31.0
9077,b06,b04,1387.0
9078,k10,k01,16.0
9079,r32,g09,53.0
9080,t04,t02,1894.0
9081,f04,g04,190.0
9082,e14,e16,107.0
9083,u07,u24,62.0
9084,r23,g04,60.0
9085,m05,m13,11.0
9086,a12,v06,208.0
9087,n04,k15,6.0
9088,i04,p14,5.0
9089,m25,m25,44630.0
9090,p06,i01,65.0
9091,m06,n08,4.0
9092,p25,p09,275.0
9093,r08,r27,18.0
9094,i03,t06,315.0
9095,u26,u02,222.0
9096,m19,l03,2355.0
9097,p11,k00,3.0
9098,q01,h08,134.0
9099,d00,k07,253.0
9100,f18,r17,150.0
9101,h06,u19,87.0
9102,h11,u07,108.0
9103,m17,m25,268.0
9104,h03,u22,782.0
9105,r03,r06,25.0
9106,i15,p06,19.0
9107,r29,r19,58.0
9108,d00,n13,47.0
9109,h11,h00,8734.0
9110,t02,s09,300.0
9111,s07,p21,77.0
9112,u00,u05,115.0
9113,p13,p11,48.0
9114,p15,p16,15.0
9115,u02,u27,37.0
9116,m26,m07,2.0
9117,a07,a10,1129.0
9118,e16,v02,2.0
9119,r05,r14,13.0
9120,h05,u12,27.0
9121,m28,n16,1.0
9122,n09,k00,1.0
9123,l03,f01,333.0
9124,m22,m04,41.0
9125,e13,e15,1.0
9126,e15,e16,16.0
9127,h08,h04,6772.0
9128,r27,g03,69.0
9129,f02,m14,2.0
9130,k04,p25,5.0
9131,f08,r16,8.0
9132,u18,h06,11060.0
9133,n10,k03,2.0
9134,f01,f00,631.0
9135,f19,m10,1.0
9136,j00,e15,5.0
9137,a09,a02,62.0
9138,b06,b01,79.0
9139,i05,i20,15.0
9140,a11,u19,37.0
9141,q00,u08,5.0
9142,p22,t07,278.0
9143,e17,e01,10.0
9144,u23,u13,1170.0
9145,r16,r00,39.0
9146,p04,p12,70.0
9147,f25,g07,10.0
9148,f22,r06,12.0
9149,t04,i02,56.0
9150,n10,k11,2.0
9151,f08,r18,3.0
9152,m24,m11,12.0
9153,f14,g07,1.0
9154,t03,i00,328.0
9155,a01,h07,99.0
9156,h05,h10,3904.0
9157,m13,f19,3.0
9158,u14,h07,148.0
9159,u03,u12,16.0
9160,p12,i19,25.0
9161,m29,l02,67.0
9162,h07,u06,4.0
9163,h07,q03,41.0
9164,u15,a10,143.0
9165,k17,k13,50.0
9166,f20,l02,19.0
9167,u25,b01,3.0
9168,p20,p01,4.0
9169,u22,u24,4840.0
9170,f11,f03,12.0
9171,a00,h03,166.0
9172,b05,b05,18502.0
9173,u25,u25,6568.0
9174,f09,f05,1.0
9175,p17,p08,3.0
9176,i20,e13,5.0
9177,u09,h01,984.0
9178,d01,m12,5.0
9179,m30,m22,55.0
9180,i08,s12,16.0
9181,r04,r03,2.0
9182,p03,p23,1110.0
9183,f13,f10,2.0
9184,u09,u14,4901.0
9185,g02,r19,72.0
9186,n17,k00,13.0
9187,p13,p03,45.0
9188,p21,s09,1247.0
9189,a06,a07,2146.0
9190,r08,f07,51.0
9191,m29,l03,404.0
9192,u00,h05,27.0
9193,v05,j02,2031.0
9194,r18,r00,1.0
9195,r27,f22,174.0
9196,g05,f17,87.0
9197,m24,m05,12.0
9198,e05,e07,77.0
9199,k05,k03,91.0
9200,e13,i00,83.0
9201,n11,k08,74.0
9202,v00,a00,12.0
9203,n10,n03,132.0
9204,v01,v01,37184.0
9205,t00,p22,181.0
9206,g10,g05,731.0
9207,r08,r24,44.0
9208,k03,p01,2.0
9209,l06,m09,1306.0
9210,h08,u21,446.0
9211,k15,k05,18.0
9212,m25,n16,13.0
9213,p11,p08,108.0
9214,p10,p18,97.0
9215,a12,a10,3466.0
9216,b07,b04,58.0
9217,q01,u25,2.0
9218,u01,a00,1229.0
9219,v00,v04,8.0
9220,u23,u08,21.0
9221,f14,m23,3.0
9222,p01,p15,4.0
9223,k16,n00,1.0
9224,u09,h11,1491.0
9225,u24,h05,1047.0
9226,s08,t05,34.0
9227,k10,k08,39.0
9228,k14,n01,17.0
9229,q01,h00,1305.0
9230,t02,i17,319.0
9231,g09,r23,185.0
9232,k07,n04,319.0
9233,p14,s10,28.0
9234,p13,p21,5.0
9235,r00,r08,2.0
9236,v10,v02,2.0
9237,r02,g00,132.0
9238,k02,p05,2.0
9239,i18,i13,12.0
9240,g01,f12,27.0
9241,h08,h09,3335.0
9242,p24,t00,109.0
9243,h11,a04,468.0
9244,i06,t06,80.0
9245,u20,u00,414.0
9246,n11,m08,1.0
9247,m00,f00,2.0
9248,n03,n11,287.0
9249,h01,q00,93.0
9250,t00,i19,1511.0
9251,r19,g04,29.0
9252,l03,m19,1141.0
9253,a02,v09,3.0
9254,u24,a05,13.0
9255,u08,q01,12.0
9256,p25,p20,8.0
9257,k04,p16,5.0
9258,m22,m00,289.0
9259,q02,h09,1024.0
9260,m01,m17,47.0
9261,m20,m27,413.0
9262,f13,g01,716.0
9263,p18,p11,237.0
9264,m29,m19,99.0
9265,u22,u26,1361.0
9266,u00,h02,28.0
9267,m21,m21,9348.0
9268,g07,f07,36.0
9269,e06,e12,18.0
9270,m10,m13,97.0
9271,f07,r16,16.0
9272,n12,k08,339.0
9273,i13,i13,15492.0
9274,p01,s09,25.0
9275,u04,q02,8.0
9276,i06,i03,54.0
9277,i13,i09,24.0
9278,m04,m23,31.0
9279,f13,m22,73.0
9280,u08,u07,1.0
9281,i09,t07,412.0
9282,a04,u10,610.0
9283,j00,v09,17.0
9284,r09,r00,1.0
9285,u02,u05,628.0
9286,i03,e05,8.0
9287,k16,n08,6.0
9288,m27,l00,74.0
9289,f25,r30,5.0
9290,b01,h06,34.0
9291,p12,p18,77.0
9292,p20,s04,9.0
9293,q05,u22,96.0
9294,i18,i00,2371.0
9295,u16,h08,6.0
9296,n15,m30,1.0
9297,k18,n04,36.0
9298,g08,f04,83.0
9299,f09,f13,3.0
9300,p22,p06,138.0
9301,u24,h10,1498.0
9302,e05,i01,124.0
9303,n07,m08,9.0
9304,c04,o07,1.0
9305,p10,p22,479.0
9306,m29,m16,6.0
9307,s09,s06,17.0
9308,g00,r18,6.0
9309,r20,r28,11.0
9310,m10,m07,7.0
9311,f01,g01,1253.0
9312,m16,f15,5.0
9313,i15,p08,5.0
9314,h01,a04,147.0
9315,p04,i17,28.0
9316,e12,e05,3.0
9317,m25,m19,49.0
9318,r02,r08,25.0
9319,t02,e05,24.0
9320,n05,n14,9.0
9321,b09,b06,45.0
9322,l05,m26,7.0
9323,u23,u24,1341.0
9324,g03,f16,525.0
9325,o07,o05,220.0
9326,e07,i00,192.0
9327,o03,o11,468.0
9328,q00,u25,3.0
9329,s07,p24,28.0
9330,r26,r23,184.0
9331,p03,p13,90.0
9332,u06,u00,24.0
9333,f11,l01,90.0
9334,r32,g02,36.0
9335,s07,p01,1.0
9336,m19,l05,858.0
9337,d01,d01,112211.0
9338,u08,u21,44.0
9339,o10,o11,39.0
9340,f18,f00,16.0
9341,u10,u17,5083.0
9342,d01,n04,2657.0
9343,a00,h08,99.0
9344,o02,o03,1077.0
9345,u18,u17,1224.0
9346,i05,i14,98.0
9347,a04,a12,705.0
9348,e08,v11,1.0
9349,r23,f23,2.0
9350,m23,f01,62.0
9351,t04,i09,101.0
9352,h06,u26,1225.0
9353,r06,r28,94.0
9354,t03,p24,25.0
9355,p21,k02,1.0
9356,p14,p08,74.0
9357,l00,l04,3085.0
9358,m27,m30,249.0
9359,f08,f08,23629.0
9360,k07,k15,349.0
9361,r15,r13,1.0
9362,m05,m28,1.0
9363,p15,k01,3.0
9364,r31,r09,17.0
9365,r08,g02,37.0
9366,m26,m17,8.0
9367,m18,m04,5.0
9368,p12,p06,1225.0
9369,q01,u20,183.0
9370,u12,h11,4.0
9371,r19,r08,80.0
9372,m09,f11,49.0
9373,p13,k13,7.0
9374,s04,k02,21.0
9375,h09,u28,163.0
9376,p05,p15,9.0
9377,n07,n17,106.0
9378,k09,n01,3.0
9379,i12,i08,363.0
9380,r10,r20,3.0
9381,c05,c14,8.0
9382,n12,k13,7.0
9383,u14,u06,5.0
9384,i03,i13,4.0
9385,r18,r29,31.0
9386,i00,e07,76.0
9387,l05,m04,35.0
9388,u24,h04,3361.0
9389,h03,q04,20.0
9390,i17,p24,3.0
9391,k18,k05,42.0
9392,a02,h06,61.0
9393,r24,r23,134.0
9394,n11,n00,56.0
9395,h10,q05,169.0
9396,u06,h06,34.0
9397,v03,v09,13.0
9398,n01,n01,13881.0
9399,p02,s11,1.0
9400,t01,i02,18.0
9401,r07,r07,24006.0
9402,q00,q03,604.0
9403,h00,u06,7.0
9404,p13,t01,100.0
9405,m23,m23,36798.0
9406,u01,u26,181.0
9407,p09,i17,16.0
9408,g04,f12,9.0
9409,e12,e12,14578.0
9410,f20,r30,6.0
9411,c12,c09,8.0
9412,c03,c04,15.0
9413,i16,t02,923.0
9414,i14,t04,330.0
9415,n01,k07,41.0
9416,m16,m04,245.0
9417,k00,k02,52.0
9418,k05,k16,6.0
9419,h00,u18,749.0
9420,u23,u15,250.0
9421,g02,g03,2098.0
9422,n00,m07,3.0
9423,a12,a12,146593.0
9424,u28,h04,801.0
9425,r15,r23,33.0
9426,a12,u15,96.0
9427,h07,q00,71.0
9428,m05,f02,3.0
9429,p23,i04,12.0
9430,u12,u03,46.0
9431,p11,k17,5.0
9432,t05,p01,2.0
9433,p06,p04,5.0
9434,k03,k00,6.0
9435,a02,v03,12.0
9436,r03,r04,6.0
9437,s04,s05,32.0
9438,l03,m23,543.0
9439,a00,a09,2067.0
9440,p09,p11,716.0
9441,m04,m17,247.0
9442,n00,n13,13.0
9443,u21,u17,820.0
9444,m09,m23,1553.0
9445,r16,r15,346.0
9446,e01,i11,22.0
9447,f15,f08,30.0
9448,i01,i00,252.0
9449,v05,v00,183.0
9450,f04,l00,109.0
9451,k07,p22,133.0
9452,m03,f19,1.0
9453,k07,p25,5.0
9454,t03,p08,8.0
9455,n12,n12,28598.0
9456,k02,p25,7.0
9457,r07,r02,13.0
9458,v12,v09,40.0
9459,i13,e03,3.0
9460,u14,u17,1779.0
9461,m08,m05,4.0
9462,f04,f20,335.0
9463,u01,a05,9.0
9464,a09,u15,54.0
9465,h05,u27,138.0
9466,c02,r20,2.0
9467,m19,f00,3.0
9468,f00,f18,76.0
9469,f08,f05,7.0
9470,u21,h02,274.0
9471,i13,e07,7.0
9472,g02,f07,723.0
9473,u05,u28,1239.0
9474,e12,e09,2.0
9475,p08,p05,123.0
9476,e02,e08,8.0
9477,i10,p03,7.0
9478,t04,p14,3.0
9479,i06,i15,35.0
9480,p06,s07,19.0
9481,f25,r17,48.0
9482,l04,f03,7.0
9483,r02,g05,139.0
9484,b05,b10,470.0
9485,m27,m29,220.0
9486,u03,q04,532.0
9487,f08,f15,45.0
9488,t01,t01,15087.0
9489,n07,n04,670.0
9490,k05,p01,1.0
9491,u27,u22,62.0
9492,r19,g09,49.0
9493,v10,v12,38.0
9494,l00,m01,514.0
9495,i08,t01,246.0
9496,u24,a00,144.0
9497,h09,h03,1787.0
9498,q05,u02,3733.0
9499,m24,m18,245.0
9500,r16,f16,144.0
9501,u15,a01,468.0
9502,r27,r32,37.0
9503,i06,t02,200.0
9504,i13,i01,103.0
9505,m03,l03,67.0
9506,i09,p01,4.0
9507,s03,s08,27.0
9508,m02,l00,255.0
9509,n08,n16,73.0
9510,i19,i00,1725.0
9511,t02,i13,13.0
9512,g01,f04,1122.0
9513,i07,i13,2.0
9514,q01,h05,232.0
9515,g08,r17,69.0
9516,p25,p04,610.0
9517,f18,r23,22.0
9518,q00,u18,123.0
9519,a09,u13,265.0
9520,u23,u10,440.0
9521,p14,p19,636.0
9522,d00,n03,707.0
9523,p19,t03,1080.0
9524,q01,q02,2073.0
9525,g00,l01,59.0
9526,s00,s08,1.0
9527,m26,m00,10.0
9528,a07,j00,204.0
9529,k13,s03,3.0
9530,p22,p09,402.0
9531,g03,f07,820.0
9532,n04,k10,99.0
9533,h03,u01,48.0
9534,e09,e07,62.0
9535,u21,u24,66.0
9536,m28,m07,20.0
9537,f26,r25,12.0
9538,m14,m18,8.0
9539,e09,e05,18.0
9540,r22,r07,483.0
9541,n17,n12,78.0
9542,u11,u04,3.0
9543,v09,e04,28.0
9544,f03,f11,18.0
9545,r15,f18,21.0
9546,u15,h06,468.0
9547,a04,u13,519.0
9548,f08,m19,10.0
9549,k11,k01,35.0
9550,q05,b11,15.0
9551,p05,k16,2.0
9552,i17,t07,581.0
9553,e07,e06,725.0
9554,p15,k14,2.0
9555,k00,d00,112.0
9556,u18,q01,32.0
9557,i18,e03,26.0
9558,k03,n01,1.0
9559,u03,q06,658.0
9560,s11,s11,9382.0
9561,d00,k17,27.0
9562,n04,m11,23.0
9563,v11,v03,18.0
9564,t02,i04,379.0
9565,l06,l04,1355.0
9566,t05,p17,25.0
9567,a04,h11,298.0
9568,p19,p07,383.0
9569,e05,t07,70.0
9570,f14,m00,1.0
9571,i06,i04,11.0
9572,p11,k13,30.0
9573,f12,m19,23.0
9574,p12,i04,23.0
9575,g03,f17,284.0
9576,g04,f17,316.0
9577,a03,u13,143.0
9578,r20,r14,4.0
9579,k00,s10,52.0
9580,m15,m02,142.0
9581,q04,h05,114.0
9582,k14,k01,2.0
9583,c13,c07,44.0
9584,u23,u02,787.0
9585,t01,p18,1.0
9586,p03,k03,6.0
9587,l06,f14,6.0
9588,a04,a06,171.0
9589,l03,f25,89.0
9590,u19,h11,1297.0
9591,k14,p20,1.0
9592,a11,a01,1172.0
9593,h04,u04,4.0
9594,c00,c00,2174.0
9595,s04,s03,29.0
9596,s06,s03,19.0
9597,g01,g10,2884.0
9598,i12,e07,22.0
9599,r18,r16,244.0
9600,i17,t01,813.0
9601,t05,t02,916.0
9602,t02,i02,215.0
9603,e15,j01,37.0
9604,n02,n09,142.0
9605,m10,m00,18.0
9606,h11,q05,48.0
9607,t00,t05,753.0
9608,o11,o11,18405.0
9609,p10,s03,7.0
9610,p01,s03,2.0
9611,g00,r19,88.0
9612,l02,l04,639.0
9613,v03,v00,166.0
9614,e09,e06,574.0
9615,k17,n12,23.0
9616,p19,i05,330.0
9617,i19,p13,3.0
9618,v01,v00,143.0
9619,d00,k14,28.0
9620,p11,k15,9.0
9621,e12,i12,185.0
9622,p07,i17,23.0
9623,g04,m22,193.0
9624,e03,e17,3.0
9625,n10,n00,7.0
9626,s09,p02,36.0
9627,m18,m08,66.0
9628,k08,n12,286.0
9629,k15,k13,539.0
9630,s09,p24,45.0
9631,u20,h07,41.0
9632,r21,c15,1.0
9633,i01,t07,441.0
9634,p02,p05,23.0
9635,u15,u17,524.0
9636,c14,c15,3.0
9637,m18,m07,48.0
9638,n07,n06,19.0
9639,m27,m07,23.0
9640,t04,i16,82.0
9641,e05,e14,8.0
9642,g10,f07,279.0
9643,n08,d01,211.0
9644,v09,a07,66.0
9645,m00,m14,11.0
9646,i06,i06,22882.0
9647,e08,v00,14.0
9648,k04,k08,107.0
9649,r32,r22,2.0
9650,m15,n11,10.0
9651,u04,u25,2.0
9652,h01,u12,4.0
9653,m00,f20,37.0
9654,m05,m20,51.0
9655,n11,k06,5.0
9656,k05,p20,3.0
9657,d01,n07,1118.0
9658,r15,r19,37.0
9659,m12,m07,46.0
9660,j01,v01,543.0
9661,n01,k12,21.0
9662,f11,f00,16.0
9663,o00,o04,33.0
9664,r32,f25,14.0
9665,h06,u08,28.0
9666,t04,i01,274.0
9667,m20,m06,1329.0
9668,u19,h10,144.0
9669,l06,f04,77.0
9670,p06,i14,13.0
9671,m07,n06,17.0
9672,f13,f03,10.0
9673,v12,a07,339.0
9674,r18,g09,206.0
9675,u00,u06,31.0
9676,a01,u10,1453.0
9677,k17,k05,114.0
9678,p06,p18,97.0
9679,g02,f06,464.0
9680,k06,k18,2.0
9681,f01,f22,703.0
9682,r22,r27,1.0
9683,g03,f14,46.0
9684,u10,h11,288.0
9685,v02,v03,37.0
9686,u22,u05,10970.0
9687,p17,p19,6366.0
9688,u12,u02,62.0
9689,f22,r27,20.0
9690,f16,r30,3.0
9691,p09,k04,77.0
9692,a04,u24,333.0
9693,f01,g09,472.0
9694,b06,b07,93.0
